Image,Class,Correct predtiction from h5,Perturbation for h5,Number of iterations for h5,Probability of wrong prediction h5,Wrong class by h5,Correct prediction from tflite,Perturbation for tflite,Number of iterations for tflite,Probability of wrong prediction tflite,Wrong class by tflite,Correct prediction from axc,Perturbation for axc,Number of iterations for axc,Probability of wrong prediction axc,Wrong class by axc
100,Deer,0.9960968,0.00392156862745098,1,0.8325209,Horse,0.99609375,0.023529411764705882,1,0.67578125,Frog,0.4155035722422976,0.023529411764705882,1,0.4155035722422976,Frog
102,Frog,0.99999356,0.00784313725490196,2,0.80750436,Bird,0.99609375,0.03137254901960784,4,0.69921875,Bird,0.4591630033233143,0.0196078431372549,9,0.4591630033233143,Bird
103,Cat,0.9602527,0.00392156862745098,1,0.9994036,Frog,0.66015625,0.00392156862745098,1,0.99609375,Frog,0.565968323600549,0.00392156862745098,1,0.565968323600549,Frog
104,Automobile,1.0,0.011764705882352941,2,0.5459924,Ship,0.99609375,0.027450980392156862,14,0.52734375,Ship,0.39501054913388645,0.023529411764705882,12,0.39501054913388645,Ship
105,Automobile,1.0,0.00784313725490196,4,0.63835436,Truck,0.99609375,0.0196078431372549,3,0.41015625,Ship,0.3252218331277135,0.023529411764705882,2,0.3252218331277135,Frog
107,Frog,0.9999999,0.00784313725490196,5,0.5573515,Bird,0.99609375,0.050980392156862744,12,0.66015625,Bird,0.5303136738398,0.050980392156862744,13,0.5303136738398,Bird
108,Ship,0.9999417,0.00784313725490196,2,0.66305244,Automobile,0.99609375,0.023529411764705882,3,0.80078125,Frog,0.375475895022213,0.023529411764705882,1,0.375475895022213,Frog
109,Horse,0.99999976,0.00784313725490196,2,0.72392255,Bird,0.99609375,0.0196078431372549,7,0.48828125,Frog,0.2907172678836364,0.0196078431372549,7,0.2907172678836364,Frog
110,Deer,0.9976266,0.00392156862745098,1,0.94085103,Frog,0.99609375,0.00392156862745098,1,0.8203125,Frog,0.5730338683832418,0.00392156862745098,1,0.5730338683832418,Frog
111,Airplane,0.99976987,0.00784313725490196,2,0.65588295,Bird,0.99609375,0.01568627450980392,6,0.73046875,Bird,0.4376423375150192,0.0196078431372549,1,0.4376423375150192,Bird
112,Frog,0.99894303,0.00784313725490196,3,0.84055007,Airplane,0.96484375,0.00784313725490196,5,0.60546875,Bird,0.5196449497066102,0.00784313725490196,5,0.5196449497066102,Bird
113,Bird,0.9999999,0.00392156862745098,4,0.6422049,Frog,0.99609375,0.00784313725490196,1,0.53515625,Frog,0.4167216533030768,0.00784313725490196,1,0.4167216533030768,Frog
114,Automobile,1.0,0.00784313725490196,1,0.8899616,Truck,0.99609375,0.011764705882352941,2,0.73046875,Truck,0.5277043234672053,0.011764705882352941,2,0.5277043234672053,Truck
115,Cat,0.9997485,0.00392156862745098,3,0.6234215,Horse,0.99609375,0.01568627450980392,13,0.4921875,Horse,0.40711159253623375,0.01568627450980392,14,0.40711159253623375,Horse
116,Airplane,0.9997298,0.00392156862745098,3,0.66665703,Ship,0.99609375,0.011764705882352941,19,0.53125,Cat,0.37603018012696804,0.011764705882352941,19,0.37603018012696804,Cat
117,Deer,0.9997116,0.00392156862745098,3,0.5315764,Airplane,0.99609375,0.01568627450980392,15,0.703125,Cat,0.6075092180859364,0.011764705882352941,1,0.6075092180859364,Cat
119,Horse,0.92832786,0.00392156862745098,1,0.79886216,Bird,0.99609375,0.01568627450980392,1,0.41015625,Frog,0.4433214799074914,0.01568627450980392,1,0.4433214799074914,Frog
120,Ship,0.99992025,0.00392156862745098,2,0.42469513,Truck,0.99609375,0.00784313725490196,3,0.80078125,Automobile,0.4496882745514897,0.00784313725490196,3,0.4496882745514897,Automobile
122,Automobile,0.9999999,0.00784313725490196,1,0.76333994,Truck,0.99609375,0.01568627450980392,4,0.66015625,Truck,0.4438655993820004,0.01568627450980392,4,0.4438655993820004,Truck
123,Bird,1.0,0.011764705882352941,8,0.6502469,Cat,0.99609375,0.01568627450980392,8,0.609375,Cat,0.38352516478275267,0.01568627450980392,8,0.38352516478275267,Cat
124,Ship,0.99981266,0.00392156862745098,2,0.57873106,Airplane,0.99609375,0.00784313725490196,4,0.6171875,Airplane,0.4036285168566809,0.00784313725490196,4,0.4036285168566809,Airplane
125,Airplane,0.96014076,0.00392156862745098,1,0.76823235,Bird,0.8671875,0.00392156862745098,16,0.57421875,Bird,0.5070790194268822,0.00392156862745098,3,0.5070790194268822,Bird
126,Ship,0.9999187,0.00392156862745098,3,0.52643234,Airplane,0.99609375,0.011764705882352941,4,0.46484375,Airplane,0.4040800405337421,0.011764705882352941,13,0.4040800405337421,Airplane
128,Dog,0.88075656,0.00392156862745098,1,0.57719624,Cat,0.67578125,0.00392156862745098,1,0.53125,Cat,0.4217821602852993,0.00392156862745098,1,0.4217821602852993,Cat
129,Bird,0.9924791,0.00392156862745098,1,0.9524432,Airplane,0.99609375,0.00784313725490196,3,0.68359375,Airplane,0.5091525709020813,0.00784313725490196,3,0.5091525709020813,Airplane
130,Deer,0.9802844,0.00392156862745098,1,0.9748301,Bird,0.99609375,0.00784313725490196,1,0.73046875,Bird,0.4959610807618051,0.00784313725490196,1,0.4959610807618051,Bird
132,Ship,0.99999964,0.00784313725490196,3,0.81159,Truck,0.99609375,0.01568627450980392,6,0.61328125,Truck,0.38959624674552684,0.01568627450980392,6,0.38959624674552684,Truck
133,Truck,0.9999373,0.00784313725490196,1,0.7923689,Automobile,0.99609375,0.03137254901960784,4,0.54296875,Automobile,0.5190216993574288,0.03529411764705882,4,0.5190216993574288,Automobile
134,Automobile,0.9990658,0.00392156862745098,2,0.4254383,Frog,0.99609375,0.00784313725490196,2,0.5546875,Cat,0.8465875718645053,0.00784313725490196,1,0.8465875718645053,Cat
135,Bird,0.9993511,0.00392156862745098,1,0.49649444,Cat,0.99609375,0.00784313725490196,9,0.58203125,Cat,0.43915675575822105,0.00784313725490196,9,0.43915675575822105,Cat
136,Truck,0.9987704,0.00392156862745098,2,0.558459,Automobile,0.99609375,0.023529411764705882,1,0.64453125,Automobile,0.4007993180244241,0.01568627450980392,1,0.4007993180244241,Automobile
137,Horse,0.9998889,0.00392156862745098,3,0.6491406,Truck,0.99609375,0.011764705882352941,3,0.8984375,Truck,0.6213337654492412,0.011764705882352941,3,0.6213337654492412,Truck
138,Bird,0.90444577,0.00392156862745098,1,0.9931485,Frog,0.99609375,0.00784313725490196,5,0.5390625,Frog,0.438633859571327,0.00784313725490196,5,0.438633859571327,Frog
140,Frog,0.99999726,0.00784313725490196,1,0.79965806,Deer,0.99609375,0.01568627450980392,4,0.8828125,Deer,0.5850986295924947,0.01568627450980392,4,0.5850986295924947,Deer
141,Dog,0.9872454,0.00392156862745098,1,0.9418388,Bird,0.99609375,0.027450980392156862,6,0.58203125,Bird,0.38898319374371193,0.023529411764705882,7,0.38898319374371193,Bird
142,Frog,0.99997413,0.00784313725490196,1,0.54421055,Truck,0.99609375,0.03529411764705882,15,0.83984375,Deer,0.43825203118532774,0.011764705882352941,2,0.43825203118532774,Cat
143,Cat,0.9141663,0.00392156862745098,1,0.58240765,Bird,0.92578125,0.00784313725490196,1,0.703125,Frog,0.4111647892563785,0.00784313725490196,1,0.4111647892563785,Frog
144,Ship,0.99999917,0.00784313725490196,2,0.8925518,Automobile,0.99609375,0.023529411764705882,7,0.5390625,Truck,0.4866506956272257,0.027450980392156862,5,0.4866506956272257,Truck
146,Frog,0.999859,0.00392156862745098,3,0.5986309,Cat,0.99609375,0.0196078431372549,8,0.6484375,Cat,0.5490607734888188,0.01568627450980392,10,0.5490607734888188,Cat
149,Bird,0.99999666,0.00784313725490196,1,0.5537992,Airplane,0.99609375,0.023529411764705882,3,0.42578125,Cat,0.5391996442306284,0.023529411764705882,14,0.5391996442306284,Frog
150,Ship,0.97583425,0.00392156862745098,1,0.99728346,Airplane,0.81640625,0.00392156862745098,1,0.96484375,Airplane,0.6961822897266454,0.00392156862745098,1,0.6961822897266454,Airplane
151,Truck,0.6443035,0.00392156862745098,1,0.8737491,Ship,0.73046875,0.00392156862745098,1,0.5,Automobile,0.49200236043552187,0.00392156862745098,1,0.49200236043552187,Automobile
152,Frog,0.9999939,0.00392156862745098,3,0.7558045,Ship,0.99609375,0.01568627450980392,3,0.84375,Ship,0.4642650980625234,0.01568627450980392,3,0.4642650980625234,Ship
153,Airplane,0.9999603,0.00392156862745098,4,0.5319575,Ship,0.99609375,0.01568627450980392,3,0.46484375,Horse,0.3333292064851994,0.01568627450980392,3,0.3333292064851994,Horse
154,Airplane,0.98545134,0.00392156862745098,1,0.9611983,Bird,0.99609375,0.00784313725490196,1,0.6953125,Bird,0.43962679087392514,0.00784313725490196,1,0.43962679087392514,Bird
156,Bird,0.9789323,0.00392156862745098,1,0.99708456,Frog,0.96875,0.00392156862745098,1,0.94140625,Frog,0.5941037034687149,0.00392156862745098,1,0.5941037034687149,Frog
157,Truck,0.99999595,0.00784313725490196,2,0.84227943,Automobile,0.99609375,0.023529411764705882,5,0.66015625,Frog,0.5269192212805055,0.023529411764705882,8,0.5269192212805055,Frog
159,Deer,1.0,0.011764705882352941,3,0.743459,Bird,0.99609375,0.0196078431372549,8,0.953125,Bird,0.6101734913692526,0.0196078431372549,8,0.6101734913692526,Bird
162,Frog,0.9985844,0.00392156862745098,1,0.7275223,Automobile,0.99609375,0.03529411764705882,2,0.6015625,Automobile,0.434669915325879,0.11372549019607843,3,0.434669915325879,Bird
163,Frog,0.99999714,0.00784313725490196,1,0.7295278,Bird,0.99609375,0.011764705882352941,4,0.69921875,Bird,0.5091098518926941,0.011764705882352941,4,0.5091098518926941,Bird
165,Deer,0.96264106,0.00392156862745098,1,0.99956614,Horse,0.625,0.00784313725490196,1,0.6328125,Horse,0.40814185995853924,0.00784313725490196,1,0.40814185995853924,Horse
166,Ship,0.99995446,0.00392156862745098,3,0.6913009,Airplane,0.99609375,0.01568627450980392,4,0.4375,Deer,0.33670567719946315,0.01568627450980392,2,0.33670567719946315,Deer
168,Dog,0.5194999,0.00392156862745098,1,0.89775765,Bird,0.99609375,0.0196078431372549,1,0.21484375,Bird,0.259173008886229,0.0196078431372549,1,0.259173008886229,Bird
170,Truck,0.99997866,0.011764705882352941,2,0.7519869,Automobile,0.99609375,0.023529411764705882,1,0.3984375,Automobile,0.3924909919301543,0.00784313725490196,3,0.3924909919301543,Automobile
172,Truck,0.9991092,0.00392156862745098,1,0.38242623,Bird,0.99609375,0.00784313725490196,1,0.79296875,Frog,0.4508033620885481,0.00784313725490196,1,0.4508033620885481,Frog
173,Ship,0.9998186,0.00392156862745098,2,0.6972361,Dog,0.99609375,0.0196078431372549,1,0.8125,Frog,0.6049113645677512,0.01568627450980392,1,0.6049113645677512,Frog
174,Truck,0.9920374,0.00392156862745098,1,0.8757104,Ship,0.953125,0.01568627450980392,1,0.55859375,Automobile,0.4401916347235891,0.023529411764705882,4,0.4401916347235891,Ship
175,Truck,0.9999391,0.00784313725490196,2,0.8137246,Automobile,0.99609375,0.01568627450980392,4,0.66015625,Automobile,0.4718319315677171,0.011764705882352941,1,0.4718319315677171,Automobile
176,Cat,0.98551613,0.00392156862745098,1,0.9788594,Frog,0.99609375,0.011764705882352941,5,0.66015625,Frog,0.5623444225532576,0.011764705882352941,5,0.5623444225532576,Frog
177,Horse,0.9999838,0.00392156862745098,2,0.7061355,Deer,0.99609375,0.01568627450980392,3,0.8203125,Deer,0.5960637962982482,0.01568627450980392,3,0.5960637962982482,Deer
179,Airplane,0.99473745,0.00392156862745098,1,0.9914324,Ship,0.98046875,0.00392156862745098,6,0.55078125,Truck,0.3807207380825681,0.00392156862745098,6,0.3807207380825681,Truck
180,Airplane,0.99790347,0.00392156862745098,1,0.905084,Deer,0.81640625,0.00392156862745098,1,0.8984375,Deer,0.6502513604303808,0.00392156862745098,1,0.6502513604303808,Deer
181,Dog,0.99379987,0.00392156862745098,1,0.5070718,Cat,0.99609375,0.011764705882352941,1,0.93359375,Deer,0.3173070173206299,0.011764705882352941,1,0.3173070173206299,Cat
182,Bird,0.9999969,0.00784313725490196,3,0.9429019,Airplane,0.99609375,0.03137254901960784,3,0.73046875,Frog,0.42057582378961406,0.0196078431372549,12,0.42057582378961406,Airplane
183,Bird,0.77690023,0.00392156862745098,1,0.369441,Deer,0.99609375,0.00784313725490196,1,0.6328125,Frog,0.3987052306973431,0.00784313725490196,1,0.3987052306973431,Frog
184,Cat,0.6378971,0.00392156862745098,1,0.99977666,Airplane,0.6640625,0.00392156862745098,1,0.9453125,Airplane,0.6804747796594626,0.00392156862745098,1,0.6804747796594626,Airplane
185,Ship,1.0,0.011764705882352941,8,0.61783963,Airplane,0.99609375,0.027450980392156862,8,0.49609375,Frog,0.432612830314525,0.027450980392156862,8,0.432612830314525,Frog
