Image,Class,Correct predtiction from h5,Perturbation for h5,Number of iterations for h5,Probability of wrong prediction h5,Wrong class by h5,Correct prediction from tflite,Perturbation for tflite,Number of iterations for tflite,Probability of wrong prediction tflite,Wrong class by tflite,Correct prediction from axc,Perturbation for axc,Number of iterations for axc,Probability of wrong prediction axc,Wrong class by axc
141,Dog,0.9998503,0,3,0.50062287,Bird,0.99609375,0.00392156862745098,3,0.5078125,Frog,0.4067515759599008,0.00392156862745098,3,0.4067515759599008,Frog
142,Frog,0.99956864,0,2,0.90465695,Cat,0.99609375,0.00392156862745098,2,0.96875,Cat,0.7781537459053655,0.00392156862745098,2,0.7781537459053655,Cat
144,Ship,0.9152702,0,1,0.43528953,Horse,0.890625,0.00392156862745098,2,0.50390625,Horse,0.6049678596607148,0.00392156862745098,2,0.6049678596607148,Horse
148,Dog,0.9032133,0,1,0.6196933,Bird,0.4609375,0.00392156862745098,1,0.47265625,Bird,0.5267367260896312,0.00392156862745098,1,0.5267367260896312,Bird
151,Truck,0.9998128,0,2,0.7081064,Automobile,0.99609375,0.00392156862745098,13,0.796875,Automobile,0.4466260686522896,0.00392156862745098,2,0.4466260686522896,Automobile
152,Frog,0.99907994,0,2,0.47528312,Cat,0.99609375,0.00392156862745098,3,0.71484375,Cat,0.7433472834136843,0.00392156862745098,3,0.7433472834136843,Cat
154,Airplane,0.9941321,0,1,0.71666074,Bird,0.859375,0.00392156862745098,1,0.85546875,Bird,0.5167399695689124,0.00392156862745098,1,0.5167399695689124,Bird
155,Dog,0.9969902,0,1,0.97248334,Frog,0.7421875,0.00392156862745098,1,0.9765625,Frog,0.7900795554284197,0.00392156862745098,1,0.7900795554284197,Frog
157,Truck,0.9993255,0,2,0.3712235,Deer,0.99609375,0.00392156862745098,2,0.2265625,Deer,0.27499185855236324,0.00392156862745098,2,0.27499185855236324,Horse
159,Deer,0.99716395,0,1,0.665634,Airplane,0.99609375,0.00392156862745098,3,0.7265625,Airplane,0.437712838183083,0.00392156862745098,3,0.437712838183083,Airplane
166,Ship,0.9197058,0,1,0.74687314,Truck,0.953125,0.00392156862745098,1,0.7265625,Truck,0.6699612138391017,0.00392156862745098,1,0.6699612138391017,Truck
185,Ship,0.9997334,0,2,0.94033664,Airplane,0.99609375,0.00392156862745098,2,0.6875,Airplane,0.5311959599654654,0.00392156862745098,2,0.5311959599654654,Airplane
186,Frog,0.9979693,0,2,0.43366584,Bird,0.99609375,0.00392156862745098,6,0.5859375,Bird,0.447808038816445,0.00392156862745098,6,0.447808038816445,Bird
191,Ship,0.99837047,0,2,0.45338538,Cat,0.99609375,0.00392156862745098,3,0.2734375,Cat,0.4083546513619885,0.00392156862745098,3,0.4083546513619885,Horse
198,Horse,0.9853764,0,1,0.41883284,Cat,0.921875,0.00392156862745098,1,0.59375,Cat,0.5406415037474008,0.00392156862745098,1,0.5406415037474008,Cat
200,Dog,0.9361087,0,1,0.5225415,Cat,0.5859375,0.00392156862745098,1,0.7421875,Cat,0.5888945315068951,0.00392156862745098,1,0.5888945315068951,Cat
201,Automobile,0.99713564,0,1,0.89672965,Truck,0.984375,0.00392156862745098,1,0.8359375,Truck,0.5119665310285175,0.00392156862745098,1,0.5119665310285175,Truck
202,Ship,0.99946517,0,2,0.8641855,Airplane,0.99609375,0.00392156862745098,2,0.58203125,Airplane,0.6571170012453446,0.00392156862745098,2,0.6571170012453446,Airplane
203,Horse,0.99933857,0,2,0.66279954,Truck,0.984375,0.00392156862745098,2,0.57421875,Truck,0.35418353933793834,0.00392156862745098,2,0.35418353933793834,Truck
204,Automobile,0.99975127,0,2,0.6910517,Truck,0.99609375,0.00392156862745098,2,0.62109375,Frog,0.5393703145484737,0.00392156862745098,3,0.5393703145484737,Frog
